name;rating;min_price;rating.quality_of_sleep;rating.location;rating.service;rating.cleanness;rating.meal;lon;lat;id
Апарт-отель Березка;7.780769231;3684;;9.489361702;8.14893617;7.914893617;6.875;104.28882;52.27466;11152704_ostrovok
Отель Matreshka;8.348275862;3350;;8.340206186;8.484536082;8.505154639;8.411764706;104.30065;52.282005;6332937_ostrovok
Отель Европа;8.893589744;5300;;9.166666667;8.961538462;9.179487179;8.710526316;104.304855;52.274567;7828771_ostrovok
Гостевой дом Байкал;7.763636364;3137;;9.666666667;9;8.666666667;;104.286156;52.27905;10151922_ostrovok
Квартира на 4-Железнодорожной;8.12;1797;;8.6;7.4;7.8;;104.24792;52.2792;10845029_ostrovok
Меблированные Комнаты Хоумстей Как Дома;9.469230769;1792;;9.538461538;9.384615385;9.461538462;10;104.2875;52.281357;10371940_ostrovok
Апартаменты Туман;9.9125;3422;;9.5;9.875;10;10;104.324;52.281693;10845189_ostrovok
Kvartal - Studio;9.471428571;4780;;9.142857143;9.428571429;9.428571429;10;104.296555;52.27193;10092470_ostrovok
Квартира в ЖК Семья бизнес-класса на Пискунова 136-47;9;2280;;8.5;8;10;;104.33434;52.27228;10457572_ostrovok
Отель Рояль;7.694444444;3485;;8.909090909;8.181818182;8.727272727;7;104.29745;52.28928;6362904_ostrovok
Апартаменты Центр Иркутска район Центрального парка;9.9;4581;;10;10;10;10;104.298515;52.271774;11026678_ostrovok
Отель Арена Иркутск;6.825;1948;;8.5;9;8.166666667;;104.28703;52.288063;8491921_ostrovok
Гостиница 7 дорог;9.365;3885;;8.838709677;9.387096774;9.548387097;8.761904762;104.335236;52.274845;7029576_ostrovok
Апартаменты Экзотика возле Аэропорта на 2 Гостя;9.3;2648;;9.75;9.25;10;10;104.34383;52.26534;10159350_ostrovok
Апартаменты Home Hotel New Comfort;9.0625;3210;;9.125;9.125;9;10;104.3382;52.286987;10002890_ostrovok
Квартира на Аэропорте 4;9.975;1986;;9.875;10;10;;104.338036;52.269855;10595305_ostrovok
Квартира на 4-Железнодорожной;8.8;1862;;8.666666667;8.666666667;9;;104.24519;52.282475;10530826_ostrovok
Квартиры YES! TIFFANY in Center;9.922222222;4477;;9.777777778;10;10;10;104.271126;52.28859;10014160_ostrovok
Гостиница Лазурный берег;8.240425532;3983;;8.290322581;8.419354839;8.774193548;8.916666667;104.33767;52.2534;7797591_ostrovok
Апартаменты Green Home;9.783333333;2940;;8.666666667;10;10;10;104.33422;52.25058;10659865_ostrovok
Отель Яковлевъ;8.870967742;4500;;9.214285714;9.142857143;9.142857143;9.037037037;104.28911;52.27755;8742012_ostrovok
Апартаменты на Аэропорте;;2176;;;;;;104.33677;52.26943;11200988_ostrovok
Хостел Шикша;9.476666667;1493;;9.7;9.566666667;9.6;8;104.27808;52.281185;8579768_ostrovok
Мини-Отель Nice People;8.417857143;3686;;8.678571429;8.142857143;8.464285714;7.307692308;104.30567;52.279858;8736990_ostrovok
Апартаменты Квартира на Пискунова;9.75;2887;;8.5;10;10;;104.3195;52.270973;10863133_ostrovok
Мини-Отель Good Hotel;8.65;2300;;8.3125;8.75;8.875;8;104.30276;52.26237;10013559_ostrovok
Апартаменты Studio Velvet;9.71;3734;;9.2;9.8;9.7;10;104.2547;52.284508;10003229_ostrovok
Апартаменты Geometria с Cамостоятельным Заездом;9.85;4855;;9;10;10;;104.325005;52.26809;10630564_ostrovok
Уютная квартира в Центре Иркутска  Переулок Гершевича 1;9;2467;;10;10;8;;104.27708;52.289787;10665547_ostrovok
Апартаменты Сити Парк у Модного Квартала;9.15;4314;;9.625;9.125;8.75;;104.29917;52.273346;9998379_ostrovok
Квартира на Аэропорте 6;9.35;1986;;8.5;9.5;9.75;;104.338036;52.269367;10655229_ostrovok
Квартира на Дальневосточной 29/2;9.35;2168;;9;9;9;;104.3002;52.26195;11163173_ostrovok
Квартира с панорамным видом на Аэропорте КакДома;9.2;2280;;10;10;10;;104.33677;52.26943;10362804_ostrovok
"Апартаменты ""Студия 15""";9.6125;3098;;9.5;9.625;9.875;10;104.32396;52.281776;9989175_ostrovok
Апартаменты Изумруд возле Аэропорта;9.818181818;3428;;9.909090909;9.727272727;9.727272727;;104.35899;52.276127;9992239_ostrovok
Мини-отель в самом центре Иркутска;9.446153846;3122;;9.461538462;9.538461538;9.230769231;;104.29063;52.27854;10664878_ostrovok
Апарт-Отель Клевер;8.223913043;2240;;8.934782609;8.065217391;7.760869565;7.285714286;104.2978;52.271515;8869494_ostrovok
Квартира на 5 Армии;9.422222222;2365;;9.333333333;9.555555556;9.555555556;10;104.2739;52.283344;10849905_ostrovok
Апартаменты На Семена Лагоды;9.316666667;2736;;8.666666667;9.666666667;9.833333333;;104.30217;52.262203;10662364_ostrovok
Апартаменты Пыльная Роза;10;3585;;10;10;10;;104.33676;52.270004;11196032_ostrovok
Квартира Однокомнатная на Байкальской;7.7;2097;;8;8;7;;104.32638;52.259094;10670013_ostrovok
Апартаменты Diaday Irk 4;9.373684211;2200;;9.210526316;9.526315789;9.421052632;9;104.33134;52.255577;10015755_ostrovok
Апартаменты Студия в Стрижах;9.566666667;3037;;8;10;10;;104.324;52.281693;11193027_ostrovok
Апартаменты Лермонтова 31;9.25;2539;;9.25;8.75;9.5;;104.25548;52.272545;9771194_ostrovok
Квартира двухкомнатные Be Home на Седова;10;4550;;10;10;10;;104.30364;52.268906;10053000_ostrovok
City Park Hotel (Сити Парк);8.561538462;1900;;9.230769231;8.384615385;8.846153846;;104.29968;52.273335;9987117_ostrovok
Квартира на Аэропорте 7;9.5125;1986;;9.25;9.625;9.625;;104.33792;52.27141;10659883_ostrovok
Апартаменты Кристальная вода;9.722222222;3277;;9.222222222;10;10;10;104.24515;52.28247;10000237_ostrovok
Хостел Решетников;7.488636364;547;;8.846153846;6.974358974;7;5.666666667;104.28847;52.277237;8056380_ostrovok
Квартира Студия 38 м? 2/9 Этаж;10;2863;;10;10;10;;104.33687;52.268974;10850288_ostrovok
Апартаменты Трилиссера 22;8.671428571;2781;;9;8.857142857;8.714285714;2;104.304474;52.27161;9995680_ostrovok
Воздушная Гавань;7.924203822;3600;;9.44137931;8.213793103;8.103448276;7.9921875;104.35391;52.274734;8059310_ostrovok
Фианит Отель;8.353125;2000;;8.258064516;8.258064516;8.870967742;6.333333333;104.31689;52.260868;7744045_ostrovok
Апартаменты Toscana самостоятельное заселение;9.65;4855;;9;10;9.5;;104.32468;52.2835;10626037_ostrovok
Хостел Hi loft;8.446428571;931;;8.954545455;8.772727273;9.318181818;9;104.2999;52.27955;9716244_ostrovok
Апартаменты Nord Sea Studio;10;4108;;10;10;10;10;104.33676;52.270004;10009586_ostrovok
Жилое помещение у Драмтеатра на Карла Маркса;10;4503;;10;10;10;10;104.28146;52.278805;10595277_ostrovok
Апартаменты Уютная Скандинавия возле аэропорта;9.5125;4800;;9.5;9.625;9.4375;10;104.34244;52.265728;10009854_ostrovok
Отель Модуль;9.358333333;3286;;9.083333333;9.5;9.416666667;10;104.30933;52.273643;8585836_ostrovok
Квартира Студия на Аэропорте;9.07;1986;;9;9.1;8.9;;104.33792;52.27141;10672259_ostrovok
Квартира Family Friends Apartments;9.692307692;4400;;9.153846154;9.923076923;9.538461538;9.666666667;104.27109;52.28815;10333099_ostrovok
Квартира Comfortable Life Studio;10;3199;;10;10;10;;104.34383;52.26534;10798145_ostrovok
Хостел VIVA;7.608333333;671;;9.083333333;7.25;6.916666667;7.333333333;104.28298;52.285072;8742992_ostrovok
Пискунова 148-49 в Аэропорту КакДома;9.433333333;2270;;8.666666667;9.666666667;10;;104.33687;52.268974;10656551_ostrovok
Хостел Браво;8.454716981;1080;;9.567010309;8.536082474;8.536082474;7.4375;104.3535;52.273964;6511509_ostrovok
Апартаменты Студия на Дзержинского;9.1;2247;;10;10;8.5;;104.298294;52.28711;11193088_ostrovok
Отель Байкал - Северное Море;7.855;6200;;8.2;7.6;8.35;9.076923077;104.32113;52.25208;8526970_ostrovok
Квартира Студия, 32 м?, 14/19 эт.;;2863;;;;;;104.33434;52.27228;10849910_ostrovok
Апартаменты Tropic Dream Studio;9.766666667;3859;;9.333333333;10;9.666666667;;104.32396;52.281776;10000453_ostrovok
Апартаменты Air Studio с Теплым Паркингом;9.733333333;4481;;9.333333333;9.666666667;10;;104.31679;52.26999;10000433_ostrovok
Апартаменты Иркутские Берега;9.52;3784;;9.6875;9.1875;9.5625;10;104.30114;52.27374;8461507_ostrovok
Гостиница Империя;7.659090909;4189;;9.222222222;8.111111111;8.555555556;7.166666667;104.2827;52.291225;7829344_ostrovok
Гостиница Атлас;9.038461538;3300;;8.384615385;9.307692308;9.5;8.894736842;104.326866;52.264053;7883850_ostrovok
Апартаменты у Дома-Музея Декабриста Князя Трубецкого;9.328571429;2793;;9.285714286;9.428571429;9.142857143;;104.30138;52.286453;9769044_ostrovok
Отель Ибис Иркутск Центр;8.77;4750;;8.681818182;8.772727273;8.772727273;7.3;104.27029;52.28745;8734978_ostrovok
Апартаменты Fresh Point с 2 Спальнями;9.9;5228;;9.333333333;10;10;;104.31984;52.262962;10630563_ostrovok
Апартаменты  на Шапошникова;;2672;;;;;;104.26812;52.28623;10161598_ostrovok
Хостел Сиберия;7.028571429;627;;8.833333333;7.214285714;6.19047619;2.2;104.29331;52.283997;10010015_ostrovok
Апартаменты Deep Green Studio;10;4108;;10;10;10;10;104.31679;52.26999;10005609_ostrovok
Апартаменты Karloff;9.215;3684;;9.75;9.5;9.25;10;104.30028;52.28407;10151741_ostrovok
Апартаменты Coffee&Sweets;9.883333333;4481;;9.666666667;10;9.666666667;10;104.31679;52.26999;10006938_ostrovok
Хостел Montana;8.382222222;650;;9.234567901;8.604938272;8.209876543;6.571428571;104.293526;52.28775;8746907_ostrovok
Квартира на Микрохирургии Глаза 6;9.471428571;2390;;9.571428571;9.285714286;9.428571429;10;104.28648;52.235012;10172373_ostrovok
Грин Отель;7.931818182;2363;;7.8125;7.125;7.4375;5;104.3167;52.267357;6518006_ostrovok
Апартаменты Пушкино;9.016666667;3776;;9.333333333;8.666666667;9.166666667;10;104.25478;52.284557;9992651_ostrovok
Апартаменты Yellow&Bricks;9.35;4481;;9;9;9.5;10;104.29229;52.292282;10019272_ostrovok
Апартаменты Town Island;10;4855;;10;10;10;10;104.30364;52.268906;10613339_ostrovok
Апартаменты в Центре у Модного Квартала;9.685714286;3027;;9.714285714;9.571428571;9.857142857;;104.297195;52.27228;10217524_ostrovok
Апартаменты Спелая вишня на Ленина;9.957142857;5855;;10;9.714285714;10;10;104.28614;52.27678;9991152_ostrovok
Квартира 18b Studio;9.92;3833;;9.8;10;10;10;104.30361;52.271614;10010822_ostrovok
Апартаменты Home Hotel Olimp;8.892307692;2847;;9.230769231;8.846153846;9;10;104.34321;52.26512;10000906_ostrovok
Апартаменты White Beach Studio Самостоятельное Заселение;10;4481;;10;10;10;;104.32468;52.2835;10630562_ostrovok
Отель Звезда;8.697777778;7600;;9.04;9.6;9.68;9.222222222;104.33736;52.278454;7806155_ostrovok
Квартира Студия в Аэропорту Пискунова 148-308 КакДома;;2270;;;;;;104.338036;52.269855;11202803_ostrovok
Апартаменты Один на Байкальской 234в/4;8.735714286;2115;;8.785714286;9;8.928571429;10;104.32552;52.2525;9078041_ostrovok
Квартира Comfort studio Airoport;10;3784;;10;10;10;;104.34072;52.26644;11159067_ostrovok
Квартира на 4-Железнодорожной;8.657142857;1523;;8.571428571;8.285714286;8.571428571;;104.24792;52.2792;10367495_ostrovok
Апартаменты на Лермонтова;9.05;2781;;8.5;8.833333333;9.666666667;;104.253845;52.275578;11028543_ostrovok
Апартаменты Стильная студия;9.6;3973;;10;10;10;;104.30361;52.271614;9932159_ostrovok
Апартаменты Лебедева-Кумача 29;9.566666667;4314;;8.333333333;9.666666667;10;;104.30375;52.271202;9988974_ostrovok
Apartaments PREMIUM on Karl Liebknecht street, 201;9.85;2586;;9;10;10;;104.316696;52.27014;10453063_ostrovok
Апартаменты My Wonderful Day;9.657894737;4855;;8.947368421;9.842105263;9.789473684;8.333333333;104.3243;52.268723;10019245_ostrovok
Апартаменты Красных Мадьяр 14;8.5;2708;;10;8;8;;104.296555;52.27193;9769034_ostrovok
Апартаменты Diaday Irk 3;9.23;2200;;9.1;9.2;9.3;10;104.33134;52.255577;10015753_ostrovok
Мини-отель Купеческий Дворъ;8.939285714;5500;;8.833333333;9;8.666666667;8.6;104.28797;52.27513;8059354_ostrovok
Точка Байкала;8.4;790;;10;8;8;;104.28469;52.278168;11204236_ostrovok
Апартаменты Евротрешка возле ЖД Вокзала;8.8;4167;;8;9;9;;104.25512;52.284992;10594830_ostrovok
Квартира Стильная уютная двушка недалеко от аэропорта на 6 человек;10;5436;;10;10;10;10;104.33489;52.267246;10858918_ostrovok
Апартаменты Home Hotel Like;9.571428571;2592;;9.714285714;9.285714286;9.714285714;;104.34321;52.26512;9999594_ostrovok
Гостиница Юбилейная;8.626923077;2333;;8.041666667;8.791666667;9.041666667;7.5;104.2961;52.222046;6433819_ostrovok
Апартаменты Тропик Оазис;9.190909091;4720;;9.727272727;9.181818182;9.818181818;9.8;104.32569;52.267178;10012733_ostrovok
Апартаменты ЖК Высота аэропорт Иркутск;9.8;2777;;9;10;10;;104.33039;52.273796;10010552_ostrovok
Апартаменты Рантье;9.15;3248;;10;9.5;9;;104.313995;52.255184;10000895_ostrovok
Апартаменты Diaday Irk 79;9.425;2380;;9.5;9.25;9.25;10;104.33134;52.255577;10015758_ostrovok
Апартаменты в центре Иркутска, район музыкального театра;10;5258;;10;10;10;;104.29722;52.27233;11201701_ostrovok
Апартаменты Хрустальный лёд;10;4481;;10;10;10;;104.30172;52.262444;11164687_ostrovok
Апарт-отель МОДНЫЙ в центре;9.5;4375;;9.5;9.5;9.5;10;104.29858;52.27178;9932153_ostrovok
Апартаменты двухкомнатные ЛАТТЕ;9.8;5023;;10;10;10;;104.29053;52.28034;11178562_ostrovok
Апартаменты Самолет возле Аэропорта;9.007692308;3428;;9.384615385;9.076923077;9.076923077;;104.35899;52.276127;9993443_ostrovok
Апартаменты Лагуна;9.25;2729;;8.5;10;10;;104.252495;52.25374;11159240_ostrovok
Квартира Уютная студия в центре города Иркутска;9.7;3485;;10;9;10;;104.2975;52.271294;10670733_ostrovok
Апартаменты на улице Красных Мадьяр 14;9.375;3137;;9.75;9.25;8.75;;104.29718;52.272316;9992207_ostrovok
Квартира Апартаменты на Лермонтова на Микрохирургии Глаза 4;9.355555556;2390;;9.333333333;9.444444444;9.222222222;9;104.28575;52.23615;10009289_ostrovok
Отель Sokolov;6.9;1792;;7.47826087;6.869565217;6.695652174;7.166666667;104.315315;52.262627;8852389_ostrovok
Апартаменты ApartLuxПолиныОсипенко;9.5;3000;;9.357142857;9.5;9.642857143;8.333333333;104.270966;52.287807;10019273_ostrovok
Апартаменты Sunset Studio;8.92;3983;;8;9.2;9.4;10;104.251305;52.28453;10017926_ostrovok
Апартаменты Гармония возле Аэропорта на 2 Гостей;7.7;2554;;8;7;5;;104.34383;52.26534;10653555_ostrovok
Квартира на Атласова;10;2987;;10;10;10;;104.3266;52.26418;10215933_ostrovok
Квартира Тишь;9.5;2727;;8.5;9.5;10;;104.29683;52.222008;10674807_ostrovok
Апартаменты Wood&Stone Studio;10;3734;;10;10;10;;104.256424;52.272884;10002983_ostrovok
Квартира Comfy Karl Apart;;2911;;;;;;104.3111;52.278133;11200845_ostrovok
Апартаменты Небо возле Аэропорта;8.8;3428;;9.2;8.5;9;;104.35899;52.276127;9994663_ostrovok
Апартаменты Studio 88;9.466666667;4108;;9.666666667;10;10;8.5;104.325005;52.26809;10002829_ostrovok
Апартаменты Diaday Irk 2;9.6;2200;;8.5;10;10;;104.33134;52.255577;10015780_ostrovok
Апартаменты Квартира студия у жд вокзала;10;2808;;10;10;10;;104.25469;52.284496;10515474_ostrovok
Гостевой дом Ясный;8.581818182;2464;;8.090909091;8.636363636;8.727272727;10;104.31587;52.30215;9991151_ostrovok
Апартаменты Дмитровка КБ;9.266666667;3186;;9.333333333;9.166666667;8.833333333;;104.27011;52.28836;10053753_ostrovok
Отель Михаил Строгов;8.047058824;3318;;7.222222222;7;7;8.6;104.3207;52.27365;8469949_ostrovok
Мини-отель Хоромы;7.9;1095;;8.571428571;8.285714286;7.571428571;;104.25754;52.280354;10053543_ostrovok
Апартаменты Солнце рядом с Политехом на 2 гостя;10;2649;;10;10;10;;104.25183;52.2537;10461642_ostrovok
Квартира на Верхней Набережной 145/5;;2168;;;;;;104.30777;52.257126;11163166_ostrovok
Квартира Однокомнатная 45 м? 10/17 Этаж;10;3206;;10;10;10;;104.29722;52.27233;10849906_ostrovok
Апартаменты На берегу реки Ангара;9.8;2927;;9;10;10;;104.33422;52.25058;10659882_ostrovok
Апартаменты Diaday Irk 5;7.45;2500;;8.5;7.25;7;;104.33134;52.255577;10015751_ostrovok
Апартаменты Колибри;10;5855;;10;10;10;10;104.307816;52.2786;10530830_ostrovok
Апартаменты Diaday 4;9.6;3300;;9;10;8.5;10;104.311195;52.2673;10015760_ostrovok
Апартаменты Diaday 16;9.8;2975;;9;10;10;;104.31061;52.26684;10012722_ostrovok
Апартаменты на Политехе 7;6.366666667;1892;;6;7.333333333;7;;104.25987;52.265133;11026527_ostrovok
Апартаменты Admiral;9.322727273;3983;;9.772727273;9.545454545;9.409090909;9.4;104.29192;52.27584;9998385_ostrovok
Апартаменты Европрокат;9.425;3000;;8.416666667;9.75;9.916666667;7;104.32792;52.266827;8753404_ostrovok
Апартаменты Diaday 37 м;9.114285714;2500;;9;9;9.285714286;;104.31074;52.266605;10015770_ostrovok
Однокомнатная квартира в Иркутске ЖК Родной берег;10;2585;;10;10;10;;104.299995;52.2618;10665545_ostrovok
Квартира Loft Studio;10;3122;;10;10;10;;104.325325;52.267612;10949023_ostrovok
Апартаменты 9 min Airport;10;4481;;10;10;10;;104.32736;52.267532;10003239_ostrovok
Квартира Greens apartments;10;2240;;10;10;10;;104.32377;52.261353;10292796_ostrovok
International Hotel Sayen;8.343478261;12000;;9.875;9.25;9.875;8.333333333;104.283806;52.282074;7384846_ostrovok
Апартаменты River View Studio;8.783333333;3485;;9;8.666666667;8.833333333;10;104.256424;52.272884;10002988_ostrovok
Квартира Irkroom;10;2937;;10;10;10;;104.34293;52.28949;10852899_ostrovok
Уютная квартира  в Иркутске Дальневосточная 29/4;;2702;;;;;;104.30094;52.262432;10661844_ostrovok
Апартаменты У залива евродвушка с самостоятельным заездом;10;3150;;10;10;10;10;104.3145;52.226707;10172378_ostrovok
Апартаменты Возле СибЭкспоЦентра;10;2530;;10;10;10;;104.35314;52.259087;10622240_ostrovok
Квартира на Аэропорте 5;8.76;2081;;8.6;8.8;8.8;;104.33434;52.27228;10619073_ostrovok
Апартаменты Diaday 8;9.728571429;3000;;9.714285714;9.571428571;9.857142857;;104.3118;52.267113;10015759_ostrovok
Двухкомнатная квартира на улице Марата 6;9.5;2585;;10;9;9.5;;104.27455;52.289192;10626038_ostrovok
Апартаменты 9 min Airport Studio;8.9;4108;;9;9.5;10;;104.32736;52.267532;10007057_ostrovok
Хостел Брусника;9;1200;;9.142857143;9.392857143;9.25;8.857142857;104.257965;52.272636;6327901_ostrovok
Квартира на Депутатской 11;;2062;;;;;;104.319214;52.27775;11196813_ostrovok
Квартира на Микрохирургии Глаза 3;8.925;2390;;9.5;9;7.75;;104.284065;52.236607;10005801_ostrovok
Хостел Bird house;7.88;720;;8.15;7.5;7.85;;104.25769;52.277576;9716120_ostrovok
Апартаменты в Юбилейном 2;;1797;;;;;;104.29683;52.222008;10659880_ostrovok
Апартаменты City Park Studio;10;3859;;10;10;10;;104.32831;52.257137;10008759_ostrovok
Высота 38 на улице Седова;;5125;;;;;;104.30012;52.271004;10850853_ostrovok
Rasko Design Home (Раско Дизайн Хоум) на улице Депутатская;;3186;;;;;;104.34383;52.26534;10453056_ostrovok
Хостел Рус - Иркутск;7.833333333;697;;8.428571429;7.142857143;7.142857143;1;104.28516;52.27845;8433213_ostrovok
Апартаменты Home Hotel Zoom возле Аэропорта;10;2496;;10;10;10;10;104.33684;52.271435;10002863_ostrovok
Апартаменты 2к улучшенные на Верхней набережной;9.8;3429;;9.5;9.5;10;;104.31339;52.255547;10522285_ostrovok
Апартаменты Уютные квартиры в Ново Ленино;10;2617;;10;10;10;;104.207924;52.328724;10662369_ostrovok
Квартира на Ядринцева 12;;2062;;;;;;104.3355;52.27854;11163168_ostrovok
Апартаменты Свердлова 8;;2500;;;;;;104.27644;52.282352;10199144_ostrovok
Апартаменты На Верхней Набережной;10;3585;;10;10;10;;104.31284;52.255947;10136386_ostrovok
Квартира  Евро 2-комнатная в Аэропорту КакДома;6.4;2270;;8;6;7;;104.338;52.270794;10362798_ostrovok
Апартаменты Diaday 35;9.6;2975;;10;10;10;;104.31074;52.266605;10015781_ostrovok
Квартира 1-комнатная с ремонтом на Аэропорте КакДома;8.8;2610;;10;8;8;;104.337944;52.268982;10618155_ostrovok
КакДома на улице Пискунова 142/8;;2523;;;;;;104.338;52.270794;10850864_ostrovok
Апартаменты Винтаж с видом на Залив;7.75;3286;;7.75;7.75;7.75;;104.3161;52.254604;10273081_ostrovok
Апартаменты Diaday 37;7.5;4250;;8;8;6;;104.311195;52.2673;10015752_ostrovok
Гостиница Солнце;8.052631579;5874;;8.777777778;9.111111111;9.444444444;8.333333333;104.359;52.257305;7818100_ostrovok
Квартира Евро 2ком в Аэропорту КакДома;10;2270;;10;10;10;;104.33677;52.26943;10362799_ostrovok
Квартира Стрижи;10;3484;;10;10;10;;104.32396;52.281776;9994546_ostrovok
Апартаменты 5-й Армии 40;7.3;2500;;8.333333333;7.333333333;7.333333333;;104.27689;52.280365;10360304_ostrovok
Апартаменты Indigo Apt;9.4;4800;;9.333333333;9.666666667;9.333333333;;104.32521;52.26752;9993440_ostrovok
Апартаменты Один;9.133333333;2820;;9.333333333;9.333333333;9.666666667;;104.3201;52.252705;8435338_ostrovok
Квартира Студия, 35 м?, 5/10 эт.;;2863;;;;;;104.31679;52.26999;10847765_ostrovok
Апартаменты Sunrise Studio;10;3734;;10;10;10;10;104.2458;52.28322;10162581_ostrovok
Апартаменты Иркутск на улице Трилиссера;;3104;;;;;;104.30449;52.271656;10055760_ostrovok
Гости на Строительном;;4125;;;;;;104.29742;52.27128;10135632_ostrovok
Апартаменты на Лисихе;;2832;;;;;;104.32011;52.25251;8076268_ostrovok
Квартира в ЖК Семья бизнес-класса на Пискунова 136-154;7;2280;;7;4;8;;104.33434;52.27228;10457623_ostrovok
Апартаменты 9 ночей;;3158;;;;;;104.32642;52.267944;11197962_ostrovok
Квартира 1-ком в центре Советская 126-8 КакДома;;2611;;;;;;104.32117;52.27927;11202804_ostrovok
Апартаменты на улице Красных Мадьяр 14;;3500;;;;;;104.296585;52.271957;10850484_ostrovok
Квартира 1ком Дальневосточная 166/61 на Набережной Ангары Жк Скандинавия;;2270;;;;;;104.32767;52.251133;11203491_ostrovok
Апартаменты Озеро возле Аэропорта на 2 Гостя;7.675;2648;;8.25;7;7.5;4.5;104.34383;52.26534;10159351_ostrovok
Квартира Суточно Стрижи Сити Иркутск;;3684;;;;;;104.32468;52.2835;11162808_ostrovok
Высота 38 на улице Мухиной;10;3750;;10;10;10;;104.31488;52.226143;10850856_ostrovok
Апартаменты Hugge;;4108;;;;;;104.328384;52.251125;11202802_ostrovok
КакДома на улице Пискунова 136;;2523;;;;;;104.33434;52.27228;10850870_ostrovok
Один на Байкальской 157/2;;2596;;;;;;104.32363;52.26142;9932254_ostrovok
Апартаменты Краснокачазья 76/6;10;2500;;10;10;10;;104.327614;52.267757;10199140_ostrovok
Апартаменты Центр Города в 5 минутах езды, Размещение 12 мест, сауна, кондиционер!;10;8260;;10;10;10;;104.253555;52.253784;10019289_ostrovok
Sibhome 38 (Сибхоум 38) на улице Седова;;2944;;;;;;104.29802;52.269993;10163960_ostrovok
Апартаменты Studio Monochrome;;4108;;;;;;104.33434;52.27228;11173685_ostrovok
Мини-отель Вега;8.85;2500;;8.214285714;9.357142857;9.142857143;8.333333333;104.2666;52.261997;7776560_ostrovok
Апартаменты на Седова;8.066666667;2781;;8.333333333;8.666666667;8.666666667;;104.30364;52.268906;9991150_ostrovok
Апартаменты на улице Дальневосточная 29/2;;2701;;;;;;104.300285;52.262028;11167806_ostrovok
Отель Lotus;6.227777778;964;;7.076923077;5.769230769;5.769230769;3;104.29911;52.278976;7744038_ostrovok
Апартаменты Иркутск;10;2500;;10;10;10;;104.30813;52.27752;10000898_ostrovok
Квартира на Политехе 4;8.25;1986;;9;8;9;;104.261406;52.265404;10619686_ostrovok
Апартаменты Diaday 38;7.93;3150;;8.7;8.1;7.7;10;104.31074;52.266605;10015757_ostrovok
Отель Гостиница Академическая;8.243333333;1461;;8.56;8.28;8.72;8.6;104.27087;52.248627;8438905_ostrovok
Квартира На Улице Юрия Тена;;2441;;;;;;104.25751;52.25339;11200844_ostrovok
Квартира на Микрохирургии Глаза 2;9.5;2190;;9.2;9.6;9.6;8;104.28444;52.2369;10006020_ostrovok
GoodHome38 (ГудХоум38) на улице Семена Лагоды 4/2;;3795;;;;;;104.301575;52.261345;10451506_ostrovok
Апартаменты КАПУЧИНО;8.9;2944;;10;9.5;10;;104.34298;52.26653;10000720_ostrovok
Апартаменты на Декабрьских Событий 31 9 ночей Иркутск;8;3644;;8;8;9;;104.29746;52.289284;11193040_ostrovok
Апартаменты на улице Депутатская 87/14;;5061;;;;;;104.34244;52.265728;11204238_ostrovok
Апартаменты Однокомнатные на Невского;;2672;;;;;;104.31319;52.269382;11193099_ostrovok
Апартаменты на набережной Верхняя 145/5;;2701;;;;;;104.307686;52.25718;11167804_ostrovok
Апартаменты Moonlight рядом Аэропорт;9.9;3311;;9.333333333;10;10;;104.35324;52.28961;11201702_ostrovok
Апарт-отель «Иркутские берега»;;3966;;;;;;104.319756;52.27199;6758454_ostrovok
Апартаменты Видовые на Лыткина;;3037;;;;;;104.305016;52.26325;11193024_ostrovok
Квартира Иосифа Уткина 2;2.9;3540;;5;2;2;1;104.3069;52.282;10009273_ostrovok
Апартаменты Грязнова 12;7.7;2500;;9;8;6;;104.286606;52.280132;10199139_ostrovok
Квартира Квартиры Irkroom Верхняя набережная;;3192;;;;;;104.316536;52.25443;11195832_ostrovok
Little Home Central Park (Литл Хоум Централ Парк);;5905;;;;;;104.30111;52.27372;10850875_ostrovok
Отель Союз;8.546666667;4353;;8.333333333;9.083333333;9.666666667;8.2;104.256676;52.252377;8662950_ostrovok
Апарт-Отель Twin City;;2497;;;;;;104.30958;52.262653;11195361_ostrovok
Апартаменты на микрорайоне Крылатый 24/1;;2414;;;;;;104.34138;52.266766;11198693_ostrovok
Апартаменты Двухкомнатные на Лыткина;;3037;;;;;;104.305016;52.26325;11193026_ostrovok
Апартаменты на Пионерском в Центре;;2551;;;;;;104.28871;52.28175;11193102_ostrovok
Апартаменты на улице Байкальская 107А/3;;2875;;;;;;104.31053;52.26703;10850404_ostrovok
Апартаменты на Поленова;;2672;;;;;;104.316154;52.284283;11193023_ostrovok
Апартаменты недалеко от Автвокзала;;2794;;;;;;104.2993;52.289032;11193096_ostrovok
Квартира на 4-Железнодорожной;7.866666667;1702;;7.666666667;8;8;;104.24792;52.2792;10655230_ostrovok
Апартаменты Красных Мадьяр 14/2;;2962;;;;;;104.297195;52.27228;9769033_ostrovok
Апартаменты 9 ночей в Стрижах;;3037;;;;;;104.324;52.281693;11193030_ostrovok
Апартаменты на улице Култукской 101;;2728;;;;;;104.3442;52.284683;10210997_ostrovok
GoodHome38 (ГудХоум38) на улице Семена Лагоды 4/1;;5151;;;;;;104.30126;52.26116;10451582_ostrovok
Апартаменты Высота 38;10;5102;;10;10;10;10;104.30007;52.27103;10467487_ostrovok
